categoria,competicion,grupo,jornada,fecha,hora,estadio,superficie,árbitro,equipo_local,equipo_visitante,goles_local,goles_visitante,resultado,link_acta
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,19,09-02-2025,17:00,Mcpal. Manuel Regueiro - Antiguo Figueroa,Hierba Artificial,"GAY CASAL, JAVIER",C.D. SPORT TEAM ESTRADA,S.D. CRUCES,3,0,3-0,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187090&cod_acta=1187090
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,19,09-02-2025,17:00,Reboredo- Arca- O Pino,Hierba Artificial,"REGO RODRIGUEZ, JOSE LUIS",SOCIEDADE DEPORTIVA O PINO,S.D. DUBRA B,2,3,2-3,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187091&cod_acta=1187091
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,19,09-02-2025,16:15,A Devesiña - Recesende,Tierra,"ANTELO ROMERO, XAIRO",S.D.C. RECESENDE,TRAZO C.F.,0,1,0-1,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187092&cod_acta=1187092
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,19,09-02-2025,18:00,A Raña - Rodeiro,Hierba Artificial,"FERNANDEZ MONTOUTO, RUBEN",RODEIRO C.F.,S.D. VILLESTRO,3,1,3-1,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187093&cod_acta=1187093
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,19,09-02-2025,17:00,Campo Municipal Jesús Carlos Pampin Rua,Hierba Artificial,"LOMBAO GONZALEZ, IAGO",C.F. CIRE DE MELIDE,C.D. SAN MAMED,4,0,4-0,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187094&cod_acta=1187094
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,20,16-02-2025,17:30,Outeiriño,Hierba Artificial,"FERNANDEZ MONTOUTO, RUBEN",C.F. SILLEDA,LAMELA C.F.,2,3,2-3,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187095&cod_acta=1187095
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,20,16-02-2025,17:00,A Cañoteira - Cacheiras-Antigo Ignacio,Hierba Artificial,"GARCIA ALVAREZ, ADRIAN",S.D. CACHEIRAS,A.C.U.D. CAMPORRAPADO,2,1,2-1,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187096&cod_acta=1187096
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,20,16-02-2025,18:30,Mpal Do Camballón,Hierba Artificial,"MACHADO MOSQUERA, CRISTIAN",S.D. CRUCES,C.D.BELVIS,2,0,2-0,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187097&cod_acta=1187097
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,20,16-02-2025,18:15,A Tilleira - Dubra,Hierba Artificial,"QUINTANA PEREIRO, SERGIO",S.D. DUBRA B,C.D. SPORT TEAM ESTRADA,2,5,2-5,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187098&cod_acta=1187098
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,20,16-02-2025,17:00,O Xeixo - Trazo,Hierba Natural,"FERNANDEZ LODEIRO, ABEL",TRAZO C.F.,SOCIEDADE DEPORTIVA O PINO,2,2,2-2,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187099&cod_acta=1187099
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,20,16-02-2025,16:30,Suso Conde,Hierba Artificial,"VIDAL FONSECA, GUSTAVO",S.D. VILLESTRO,S.D.C. RECESENDE,3,1,3-1,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187100&cod_acta=1187100
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,20,16-02-2025,17:00,San Mamed,Hierba Artificial,"GAY CASAL, JAVIER",C.D. SAN MAMED,RODEIRO C.F.,2,1,2-1,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187101&cod_acta=1187101
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,20,16-02-2025,17:00,Campo Municipal Jesús Carlos Pampin Rua,Hierba Artificial,"MARTINEZ SANTOS, OSCAR",C.F. CIRE DE MELIDE,U.D. VAL DO ULLA,3,0,3-0,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187102&cod_acta=1187102
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,21,23-02-2025,17:00,O Coto - Val Do Ulla,Hierba Artificial,"VILLANUEVA ANSEDES, CARMEN",U.D. VAL DO ULLA,C.F. SILLEDA,3,1,3-1,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187103&cod_acta=1187103
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,21,23-02-2025,17:00,Mularedos,Hierba Natural,"GAY CASAL, JAVIER",LAMELA C.F.,S.D. CACHEIRAS,2,1,2-1,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187104&cod_acta=1187104
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,21,23-02-2025,12:00,O Forte-Boqueixón,Hierba Artificial,"TABOADA DOVAL, DAVID",A.C.U.D. CAMPORRAPADO,S.D. CRUCES,0,1,0-1,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187105&cod_acta=1187105
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,21,23-02-2025,16:00,Campo de Fútbol Municipal As Cancelas,Hierba Artificial,"MIRAZO INSUA, PEDRO",C.D.BELVIS,S.D. DUBRA B,0,2,0-2,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187106&cod_acta=1187106
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,21,22-02-2025,18:15,Mcpal. Manuel Regueiro - Antiguo Figueroa,Hierba Artificial,"GARCIA LISTE, IRIA",C.D. SPORT TEAM ESTRADA,TRAZO C.F.,4,0,4-0,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187107&cod_acta=1187107
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,21,23-02-2025,17:00,Reboredo- Arca- O Pino,Hierba Artificial,"MARTINEZ LAREO , MARCOS",SOCIEDADE DEPORTIVA O PINO,S.D. VILLESTRO,3,2,3-2,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187108&cod_acta=1187108
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,21,23-02-2025,16:15,A Devesiña - Recesende,Tierra,"CANAY FERNANDEZ, BRAIS",S.D.C. RECESENDE,C.D. SAN MAMED,1,0,1-0,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187109&cod_acta=1187109
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,21,23-02-2025,20:00,A Raña - Rodeiro,Hierba Artificial,"BOTANA REY, PABLO",RODEIRO C.F.,C.F. CIRE DE MELIDE,0,2,0-2,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187110&cod_acta=1187110
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,22,09-03-2025,18:00,A Cañoteira - Cacheiras-Antigo Ignacio,Hierba Artificial,"REGO RODRIGUEZ, JOSE LUIS",S.D. CACHEIRAS,C.F. SILLEDA,7,0,7-0,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187111&cod_acta=1187111
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,22,09-03-2025,18:00,Mpal Do Camballón,Hierba Artificial,"VILLANUEVA ANSEDES, CARMEN",S.D. CRUCES,LAMELA C.F.,0,4,0-4,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187112&cod_acta=1187112
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,22,09-03-2025,18:30,A Tilleira - Dubra,Hierba Artificial,"BREY COUTO, RODRIGO",S.D. DUBRA B,A.C.U.D. CAMPORRAPADO,4,1,4-1,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187113&cod_acta=1187113
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,22,09-03-2025,16:00,O Xeixo - Trazo,Hierba Natural,"VIDAL FONSECA, GUSTAVO",TRAZO C.F.,C.D.BELVIS,2,2,2-2,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187114&cod_acta=1187114
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,22,09-03-2025,16:30,Suso Conde,Hierba Artificial,"GOMEZ GUTIERREZ, ADRIAN JOSE",S.D. VILLESTRO,C.D. SPORT TEAM ESTRADA,1,3,1-3,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187115&cod_acta=1187115
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,22,09-03-2025,18:00,San Mamed,Hierba Artificial,"FERNANDEZ MONTOUTO, RUBEN",C.D. SAN MAMED,SOCIEDADE DEPORTIVA O PINO,0,2,0-2,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187116&cod_acta=1187116
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,22,09-03-2025,17:00,Campo Municipal Jesús Carlos Pampin Rua,Hierba Artificial,"HERNANDEZ GIADANS, AGUSTIN",C.F. CIRE DE MELIDE,S.D.C. RECESENDE,7,2,7-2,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187117&cod_acta=1187117
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,22,09-03-2025,17:00,A Raña - Rodeiro,Hierba Artificial,"SOTO PEREZ, SECUNDINO",RODEIRO C.F.,U.D. VAL DO ULLA,2,0,2-0,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187118&cod_acta=1187118
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,23,16-03-2025,17:00,O Coto - Val Do Ulla,Hierba Artificial,"REBOREDO RIADIGOS, JOSE LUIS",U.D. VAL DO ULLA,S.D. CACHEIRAS,0,1,0-1,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187119&cod_acta=1187119
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,23,16-03-2025,17:00,Outeiriño,Hierba Artificial,"ENRIQUEZ PEREIRO, OSCAR",C.F. SILLEDA,S.D. CRUCES,1,1,1-1,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187120&cod_acta=1187120
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,23,16-03-2025,17:00,Mularedos,Hierba Natural,"CASTRO SANMARTIN, SEBASTIAN",LAMELA C.F.,S.D. DUBRA B,2,0,2-0,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187121&cod_acta=1187121
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,23,16-03-2025,16:00,O Forte-Boqueixón,Hierba Artificial,"GAY CASAL, JAVIER",A.C.U.D. CAMPORRAPADO,TRAZO C.F.,1,4,1-4,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187122&cod_acta=1187122
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,23,16-03-2025,17:00,Campo de Fútbol Municipal As Cancelas,Hierba Artificial,"BRION SANISIDRO, FRANCISCO MANUEL",C.D.BELVIS,S.D. VILLESTRO,1,2,1-2,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187123&cod_acta=1187123
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,23,15-03-2025,18:30,Mcpal. Manuel Regueiro - Antiguo Figueroa,Hierba Artificial,"TEIJEIRO FERNANDEZ, MIGUEL",C.D. SPORT TEAM ESTRADA,C.D. SAN MAMED,2,1,2-1,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187124&cod_acta=1187124
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,23,16-03-2025,17:00,Reboredo- Arca- O Pino,Hierba Artificial,"GIL CALDELAS, SAMUEL",SOCIEDADE DEPORTIVA O PINO,C.F. CIRE DE MELIDE,0,0,0-0,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187125&cod_acta=1187125
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,23,16-03-2025,16:30,A Devesiña - Recesende,Tierra,"FRANCO SABORIDO, DAVID",S.D.C. RECESENDE,RODEIRO C.F.,0,1,0-1,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187126&cod_acta=1187126
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,24,23-03-2025,17:00,Mpal Do Camballón,Hierba Artificial,"FERNANDEZ MONTOUTO, RUBEN",S.D. CRUCES,S.D. CACHEIRAS,1,2,1-2,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187127&cod_acta=1187127
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,24,23-03-2025,18:30,A Tilleira - Dubra,Hierba Artificial,"ANTELO ROMERO, XAIRO",S.D. DUBRA B,C.F. SILLEDA,2,2,2-2,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187128&cod_acta=1187128
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,24,23-03-2025,17:00,O Xeixo - Trazo,Hierba Natural,"HERNANDEZ GIADANS, AGUSTIN",TRAZO C.F.,LAMELA C.F.,1,1,1-1,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187129&cod_acta=1187129
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,24,23-03-2025,17:00,Suso Conde,Hierba Artificial,"TEIJEIRO FERNANDEZ, MIGUEL",S.D. VILLESTRO,A.C.U.D. CAMPORRAPADO,6,0,6-0,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187130&cod_acta=1187130
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,24,23-03-2025,18:30,San Mamed,Hierba Artificial,"ENRIQUEZ PEREIRO, OSCAR",C.D. SAN MAMED,C.D.BELVIS,1,4,1-4,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187131&cod_acta=1187131
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,24,23-03-2025,17:00,Campo Municipal Jesús Carlos Pampin Rua,Hierba Artificial,"CARRILLO CHEKHOV, IVAN",C.F. CIRE DE MELIDE,C.D. SPORT TEAM ESTRADA,2,1,2-1,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187132&cod_acta=1187132
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,24,23-03-2025,16:30,A Raña - Rodeiro,Hierba Artificial,"MACHADO MOSQUERA, CRISTIAN",RODEIRO C.F.,SOCIEDADE DEPORTIVA O PINO,3,2,3-2,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187133&cod_acta=1187133
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,24,23-03-2025,16:30,A Devesiña - Recesende,Tierra,"GOMEZ GUTIERREZ, ADRIAN JOSE",S.D.C. RECESENDE,U.D. VAL DO ULLA,2,3,2-3,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187134&cod_acta=1187134
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,25,30-03-2025,17:00,O Coto - Val Do Ulla,Hierba Artificial,"TEIJEIRO FERNANDEZ, MIGUEL",U.D. VAL DO ULLA,S.D. CRUCES,1,1,1-1,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187135&cod_acta=1187135
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,25,30-03-2025,17:00,A Cañoteira - Cacheiras-Antigo Ignacio,Hierba Artificial,"MARTINEZ LAREO , MARCOS",S.D. CACHEIRAS,S.D. DUBRA B,2,0,2-0,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187136&cod_acta=1187136
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,25,30-03-2025,18:00,Outeiriño,Hierba Artificial,"TABOADA DOVAL, DAVID",C.F. SILLEDA,TRAZO C.F.,3,3,3-3,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187137&cod_acta=1187137
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,25,30-03-2025,17:30,Mularedos,Hierba Natural,"MACHADO MOSQUERA, CRISTIAN",LAMELA C.F.,S.D. VILLESTRO,3,2,3-2,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187138&cod_acta=1187138
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,25,30-03-2025,18:00,O Forte-Boqueixón,Hierba Artificial,"SOTO PEREZ, SECUNDINO",A.C.U.D. CAMPORRAPADO,C.D. SAN MAMED,0,4,0-4,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187139&cod_acta=1187139
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,25,30-03-2025,16:30,Campo de Fútbol Municipal As Cancelas,Hierba Artificial,"ANTELO ROMERO, XAIRO",C.D.BELVIS,C.F. CIRE DE MELIDE,0,2,0-2,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187140&cod_acta=1187140
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,25,30-03-2025,17:00,Mcpal. Manuel Regueiro - Antiguo Figueroa,Hierba Artificial,"GARCIA VEIRAS, RAUL",C.D. SPORT TEAM ESTRADA,RODEIRO C.F.,1,0,1-0,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187141&cod_acta=1187141
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,25,30-03-2025,17:00,Reboredo- Arca- O Pino,Hierba Artificial,"REGO RODRIGUEZ, JOSE LUIS",SOCIEDADE DEPORTIVA O PINO,S.D.C. RECESENDE,6,2,6-2,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187142&cod_acta=1187142
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,26,06-04-2025,18:30,A Tilleira - Dubra,Hierba Artificial,"REBOREDO RIADIGOS, JOSE LUIS",S.D. DUBRA B,S.D. CRUCES,4,0,4-0,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187143&cod_acta=1187143
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,26,06-04-2025,18:00,O Xeixo - Trazo,Hierba Natural,"MIGUENS SANTIAGO, SERGIO",TRAZO C.F.,S.D. CACHEIRAS,0,3,0-3,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187144&cod_acta=1187144
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,26,06-04-2025,16:00,Suso Conde,Hierba Artificial,"BOTANA REY, PABLO",S.D. VILLESTRO,C.F. SILLEDA,3,0,3-0,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187145&cod_acta=1187145
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,26,05-04-2025,18:30,San Mamed,Hierba Artificial,"LAYA LOLO, XOEL",C.D. SAN MAMED,LAMELA C.F.,0,1,0-1,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187146&cod_acta=1187146
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,26,06-04-2025,17:00,Campo Municipal Jesús Carlos Pampin Rua,Hierba Artificial,"RODRIGUEZ MOAR, DARIO",C.F. CIRE DE MELIDE,A.C.U.D. CAMPORRAPADO,8,0,8-0,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187147&cod_acta=1187147
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,26,06-04-2025,17:00,A Raña - Rodeiro,Hierba Artificial,"GAY CASAL, JAVIER",RODEIRO C.F.,C.D.BELVIS,1,1,1-1,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187148&cod_acta=1187148
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,26,06-04-2025,16:00,A Devesiña - Recesende,Tierra,"PONTE APONTE, ADRIAN",S.D.C. RECESENDE,C.D. SPORT TEAM ESTRADA,1,6,1-6,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187149&cod_acta=1187149
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,26,06-04-2025,17:00,Reboredo- Arca- O Pino,Hierba Artificial,"FERRO BENITO, ANDRES",SOCIEDADE DEPORTIVA O PINO,U.D. VAL DO ULLA,3,1,3-1,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187150&cod_acta=1187150
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,27,13-04-2025,18:00,O Coto - Val Do Ulla,Hierba Artificial,"TABOADA DOVAL, DAVID",U.D. VAL DO ULLA,S.D. DUBRA B,1,0,1-0,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187151&cod_acta=1187151
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,27,13-04-2025,17:00,Mpal Do Camballón,Hierba Artificial,"MACHADO MOSQUERA, CRISTIAN",S.D. CRUCES,TRAZO C.F.,3,1,3-1,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187152&cod_acta=1187152
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,27,13-04-2025,18:30,A Cañoteira - Cacheiras-Antigo Ignacio,Hierba Artificial,"ENRIQUEZ PEREIRO, OSCAR",S.D. CACHEIRAS,S.D. VILLESTRO,1,1,1-1,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187153&cod_acta=1187153
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,27,13-04-2025,18:00,Outeiriño,Hierba Artificial,"GOMEZ GUTIERREZ, ADRIAN JOSE",C.F. SILLEDA,C.D. SAN MAMED,4,2,4-2,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187154&cod_acta=1187154
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,27,13-04-2025,18:00,Mularedos,Hierba Natural,"ALCALA REY, ALFONSO",LAMELA C.F.,C.F. CIRE DE MELIDE,2,2,2-2,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187155&cod_acta=1187155
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,27,13-04-2025,16:15,O Forte-Boqueixón,Hierba Artificial,"FERNANDEZ MONTOUTO, RUBEN",A.C.U.D. CAMPORRAPADO,RODEIRO C.F.,3,3,3-3,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187156&cod_acta=1187156
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,27,13-04-2025,17:00,Campo de Fútbol Municipal As Cancelas,Hierba Artificial,"FONTES MOSQUEIRA, XESUS",C.D.BELVIS,S.D.C. RECESENDE,3,4,3-4,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187157&cod_acta=1187157
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,27,12-04-2025,19:00,Mcpal. Manuel Regueiro - Antiguo Figueroa,Hierba Artificial,"VIDAL FONSECA, GUSTAVO",C.D. SPORT TEAM ESTRADA,SOCIEDADE DEPORTIVA O PINO,2,0,2-0,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187158&cod_acta=1187158
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,28,26-04-2025,18:00,O Xeixo - Trazo,Hierba Natural,"ALAOUI SOULIMANI, AMINE",TRAZO C.F.,S.D. DUBRA B,3,1,3-1,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187159&cod_acta=1187159
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,28,27-04-2025,17:00,Suso Conde,Hierba Artificial,"SÁNCHEZ NOYA, JOSÉ MANUEL",S.D. VILLESTRO,S.D. CRUCES,5,1,5-1,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187160&cod_acta=1187160
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,28,27-04-2025,18:30,San Mamed,Hierba Artificial,"MACHADO MOSQUERA, CRISTIAN",C.D. SAN MAMED,S.D. CACHEIRAS,2,0,2-0,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187161&cod_acta=1187161
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,28,27-04-2025,18:00,Campo Municipal Jesús Carlos Pampin Rua,Hierba Artificial,"CASTRO CASTRO, MIGUEL ANGEL",C.F. CIRE DE MELIDE,C.F. SILLEDA,3,0,3-0,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187162&cod_acta=1187162
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,28,27-04-2025,17:00,A Raña - Rodeiro,Hierba Artificial,"TABOADA DOVAL, DAVID",RODEIRO C.F.,LAMELA C.F.,4,3,4-3,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187163&cod_acta=1187163
