temporada,categoria,competicion,grupo,jornada,equipo,rival,local_visitante,puntos
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,1,C.D.BELVIS,A.C.U.D. CAMPORRAPADO,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,1,C.D. SPORT TEAM ESTRADA,LAMELA C.F.,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,1,SOCIEDADE DEPORTIVA O PINO,C.F. SILLEDA,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,1,S.D.C. RECESENDE,S.D. CACHEIRAS,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,1,RODEIRO C.F.,S.D. CRUCES,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,1,C.F. CIRE DE MELIDE,S.D. DUBRA B,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,1,C.D. SAN MAMED,TRAZO C.F.,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,1,U.D. VAL DO ULLA,S.D. VILLESTRO,local,1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,2,A.C.U.D. CAMPORRAPADO,U.D. VAL DO ULLA,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,2,LAMELA C.F.,C.D.BELVIS,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,2,C.F. SILLEDA,C.D. SPORT TEAM ESTRADA,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,2,S.D. CACHEIRAS,SOCIEDADE DEPORTIVA O PINO,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,2,S.D. CRUCES,S.D.C. RECESENDE,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,2,S.D. DUBRA B,RODEIRO C.F.,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,2,TRAZO C.F.,C.F. CIRE DE MELIDE,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,2,S.D. VILLESTRO,C.D. SAN MAMED,local,1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,3,A.C.U.D. CAMPORRAPADO,LAMELA C.F.,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,3,C.D.BELVIS,C.F. SILLEDA,local,1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,3,C.D. SPORT TEAM ESTRADA,S.D. CACHEIRAS,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,3,SOCIEDADE DEPORTIVA O PINO,S.D. CRUCES,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,3,S.D.C. RECESENDE,S.D. DUBRA B,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,3,RODEIRO C.F.,TRAZO C.F.,local,1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,3,C.F. CIRE DE MELIDE,S.D. VILLESTRO,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,3,U.D. VAL DO ULLA,C.D. SAN MAMED,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,4,LAMELA C.F.,U.D. VAL DO ULLA,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,4,C.F. SILLEDA,A.C.U.D. CAMPORRAPADO,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,4,S.D. CACHEIRAS,C.D.BELVIS,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,4,S.D. CRUCES,C.D. SPORT TEAM ESTRADA,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,4,S.D. DUBRA B,SOCIEDADE DEPORTIVA O PINO,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,4,TRAZO C.F.,S.D.C. RECESENDE,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,4,S.D. VILLESTRO,RODEIRO C.F.,local,1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,4,C.D. SAN MAMED,C.F. CIRE DE MELIDE,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,LAMELA C.F.,C.F. SILLEDA,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,A.C.U.D. CAMPORRAPADO,S.D. CACHEIRAS,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,C.D.BELVIS,S.D. CRUCES,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,C.D. SPORT TEAM ESTRADA,S.D. DUBRA B,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,SOCIEDADE DEPORTIVA O PINO,TRAZO C.F.,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,S.D.C. RECESENDE,S.D. VILLESTRO,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,RODEIRO C.F.,C.D. SAN MAMED,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,U.D. VAL DO ULLA,C.F. CIRE DE MELIDE,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,C.F. SILLEDA,U.D. VAL DO ULLA,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,S.D. CACHEIRAS,LAMELA C.F.,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,S.D. CRUCES,A.C.U.D. CAMPORRAPADO,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,S.D. DUBRA B,C.D.BELVIS,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,TRAZO C.F.,C.D. SPORT TEAM ESTRADA,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,S.D. VILLESTRO,SOCIEDADE DEPORTIVA O PINO,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,C.D. SAN MAMED,S.D.C. RECESENDE,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,C.F. CIRE DE MELIDE,RODEIRO C.F.,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,7,C.F. SILLEDA,S.D. CACHEIRAS,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,7,LAMELA C.F.,S.D. CRUCES,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,7,A.C.U.D. CAMPORRAPADO,S.D. DUBRA B,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,7,C.D.BELVIS,TRAZO C.F.,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,7,C.D. SPORT TEAM ESTRADA,S.D. VILLESTRO,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,7,SOCIEDADE DEPORTIVA O PINO,C.D. SAN MAMED,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,7,S.D.C. RECESENDE,C.F. CIRE DE MELIDE,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,7,U.D. VAL DO ULLA,RODEIRO C.F.,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,8,S.D. CACHEIRAS,U.D. VAL DO ULLA,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,8,S.D. CRUCES,C.F. SILLEDA,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,8,S.D. DUBRA B,LAMELA C.F.,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,8,TRAZO C.F.,A.C.U.D. CAMPORRAPADO,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,8,S.D. VILLESTRO,C.D.BELVIS,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,8,C.D. SAN MAMED,C.D. SPORT TEAM ESTRADA,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,8,C.F. CIRE DE MELIDE,SOCIEDADE DEPORTIVA O PINO,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,8,RODEIRO C.F.,S.D.C. RECESENDE,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,9,S.D. CACHEIRAS,S.D. CRUCES,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,9,C.F. SILLEDA,S.D. DUBRA B,local,1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,9,LAMELA C.F.,TRAZO C.F.,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,9,A.C.U.D. CAMPORRAPADO,S.D. VILLESTRO,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,9,C.D.BELVIS,C.D. SAN MAMED,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,9,C.D. SPORT TEAM ESTRADA,C.F. CIRE DE MELIDE,local,1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,9,SOCIEDADE DEPORTIVA O PINO,RODEIRO C.F.,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,9,U.D. VAL DO ULLA,S.D.C. RECESENDE,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,S.D. CRUCES,U.D. VAL DO ULLA,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,S.D. DUBRA B,S.D. CACHEIRAS,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,TRAZO C.F.,C.F. SILLEDA,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,S.D. VILLESTRO,LAMELA C.F.,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,C.D. SAN MAMED,A.C.U.D. CAMPORRAPADO,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,C.F. CIRE DE MELIDE,C.D.BELVIS,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,RODEIRO C.F.,C.D. SPORT TEAM ESTRADA,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,10,S.D.C. RECESENDE,SOCIEDADE DEPORTIVA O PINO,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,11,S.D. CRUCES,S.D. DUBRA B,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,11,S.D. CACHEIRAS,TRAZO C.F.,local,1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,11,C.F. SILLEDA,S.D. VILLESTRO,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,11,LAMELA C.F.,C.D. SAN MAMED,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,11,A.C.U.D. CAMPORRAPADO,C.F. CIRE DE MELIDE,local,1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,11,C.D.BELVIS,RODEIRO C.F.,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,11,C.D. SPORT TEAM ESTRADA,S.D.C. RECESENDE,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,11,U.D. VAL DO ULLA,SOCIEDADE DEPORTIVA O PINO,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,12,S.D. DUBRA B,U.D. VAL DO ULLA,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,12,TRAZO C.F.,S.D. CRUCES,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,12,S.D. VILLESTRO,S.D. CACHEIRAS,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,12,C.D. SAN MAMED,C.F. SILLEDA,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,12,C.F. CIRE DE MELIDE,LAMELA C.F.,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,12,RODEIRO C.F.,A.C.U.D. CAMPORRAPADO,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,12,S.D.C. RECESENDE,C.D.BELVIS,local,1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,12,SOCIEDADE DEPORTIVA O PINO,C.D. SPORT TEAM ESTRADA,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,13,S.D. DUBRA B,TRAZO C.F.,local,1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,13,S.D. CRUCES,S.D. VILLESTRO,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,13,S.D. CACHEIRAS,C.D. SAN MAMED,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,13,C.F. SILLEDA,C.F. CIRE DE MELIDE,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,13,LAMELA C.F.,RODEIRO C.F.,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,13,A.C.U.D. CAMPORRAPADO,S.D.C. RECESENDE,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,13,C.D.BELVIS,SOCIEDADE DEPORTIVA O PINO,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,13,U.D. VAL DO ULLA,C.D. SPORT TEAM ESTRADA,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,U.D. VAL DO ULLA,TRAZO C.F.,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,S.D. VILLESTRO,S.D. DUBRA B,local,1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,C.D. SAN MAMED,S.D. CRUCES,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,C.F. CIRE DE MELIDE,S.D. CACHEIRAS,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,RODEIRO C.F.,C.F. SILLEDA,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,S.D.C. RECESENDE,LAMELA C.F.,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,SOCIEDADE DEPORTIVA O PINO,A.C.U.D. CAMPORRAPADO,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,C.D. SPORT TEAM ESTRADA,C.D.BELVIS,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,15,TRAZO C.F.,S.D. VILLESTRO,local,1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,15,S.D. DUBRA B,C.D. SAN MAMED,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,15,S.D. CRUCES,C.F. CIRE DE MELIDE,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,15,S.D. CACHEIRAS,RODEIRO C.F.,local,1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,15,C.F. SILLEDA,S.D.C. RECESENDE,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,15,LAMELA C.F.,SOCIEDADE DEPORTIVA O PINO,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,15,A.C.U.D. CAMPORRAPADO,C.D. SPORT TEAM ESTRADA,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,15,C.D.BELVIS,U.D. VAL DO ULLA,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,A.C.U.D. CAMPORRAPADO,C.D.BELVIS,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,LAMELA C.F.,C.D. SPORT TEAM ESTRADA,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,C.F. SILLEDA,SOCIEDADE DEPORTIVA O PINO,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,S.D. CACHEIRAS,S.D.C. RECESENDE,local,1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,S.D. CRUCES,RODEIRO C.F.,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,S.D. DUBRA B,C.F. CIRE DE MELIDE,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,TRAZO C.F.,C.D. SAN MAMED,local,1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,S.D. VILLESTRO,U.D. VAL DO ULLA,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,17,U.D. VAL DO ULLA,A.C.U.D. CAMPORRAPADO,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,17,C.D.BELVIS,LAMELA C.F.,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,17,C.D. SPORT TEAM ESTRADA,C.F. SILLEDA,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,17,SOCIEDADE DEPORTIVA O PINO,S.D. CACHEIRAS,local,1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,17,S.D.C. RECESENDE,S.D. CRUCES,local,1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,17,RODEIRO C.F.,S.D. DUBRA B,local,1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,17,C.F. CIRE DE MELIDE,TRAZO C.F.,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,17,C.D. SAN MAMED,S.D. VILLESTRO,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,18,LAMELA C.F.,A.C.U.D. CAMPORRAPADO,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,18,C.F. SILLEDA,C.D.BELVIS,local,1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,18,S.D. CACHEIRAS,C.D. SPORT TEAM ESTRADA,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,18,S.D. CRUCES,SOCIEDADE DEPORTIVA O PINO,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,18,S.D. DUBRA B,S.D.C. RECESENDE,local,1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,18,TRAZO C.F.,RODEIRO C.F.,local,1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,18,S.D. VILLESTRO,C.F. CIRE DE MELIDE,local,1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,18,C.D. SAN MAMED,U.D. VAL DO ULLA,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,19,U.D. VAL DO ULLA,LAMELA C.F.,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,19,A.C.U.D. CAMPORRAPADO,C.F. SILLEDA,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,19,C.D.BELVIS,S.D. CACHEIRAS,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,19,C.D. SPORT TEAM ESTRADA,S.D. CRUCES,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,19,SOCIEDADE DEPORTIVA O PINO,S.D. DUBRA B,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,19,S.D.C. RECESENDE,TRAZO C.F.,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,19,RODEIRO C.F.,S.D. VILLESTRO,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,19,C.F. CIRE DE MELIDE,C.D. SAN MAMED,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,20,C.F. SILLEDA,LAMELA C.F.,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,20,S.D. CACHEIRAS,A.C.U.D. CAMPORRAPADO,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,20,S.D. CRUCES,C.D.BELVIS,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,20,S.D. DUBRA B,C.D. SPORT TEAM ESTRADA,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,20,TRAZO C.F.,SOCIEDADE DEPORTIVA O PINO,local,1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,20,S.D. VILLESTRO,S.D.C. RECESENDE,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,20,C.D. SAN MAMED,RODEIRO C.F.,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,20,C.F. CIRE DE MELIDE,U.D. VAL DO ULLA,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,21,U.D. VAL DO ULLA,C.F. SILLEDA,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,21,LAMELA C.F.,S.D. CACHEIRAS,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,21,A.C.U.D. CAMPORRAPADO,S.D. CRUCES,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,21,C.D.BELVIS,S.D. DUBRA B,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,21,C.D. SPORT TEAM ESTRADA,TRAZO C.F.,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,21,SOCIEDADE DEPORTIVA O PINO,S.D. VILLESTRO,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,21,S.D.C. RECESENDE,C.D. SAN MAMED,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,21,RODEIRO C.F.,C.F. CIRE DE MELIDE,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,22,S.D. CACHEIRAS,C.F. SILLEDA,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,22,S.D. CRUCES,LAMELA C.F.,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,22,S.D. DUBRA B,A.C.U.D. CAMPORRAPADO,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,22,TRAZO C.F.,C.D.BELVIS,local,1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,22,S.D. VILLESTRO,C.D. SPORT TEAM ESTRADA,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,22,C.D. SAN MAMED,SOCIEDADE DEPORTIVA O PINO,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,22,C.F. CIRE DE MELIDE,S.D.C. RECESENDE,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,22,RODEIRO C.F.,U.D. VAL DO ULLA,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,23,U.D. VAL DO ULLA,S.D. CACHEIRAS,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,23,C.F. SILLEDA,S.D. CRUCES,local,1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,23,LAMELA C.F.,S.D. DUBRA B,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,23,A.C.U.D. CAMPORRAPADO,TRAZO C.F.,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,23,C.D.BELVIS,S.D. VILLESTRO,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,23,C.D. SPORT TEAM ESTRADA,C.D. SAN MAMED,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,23,SOCIEDADE DEPORTIVA O PINO,C.F. CIRE DE MELIDE,local,1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,23,S.D.C. RECESENDE,RODEIRO C.F.,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,24,S.D. CRUCES,S.D. CACHEIRAS,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,24,S.D. DUBRA B,C.F. SILLEDA,local,1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,24,TRAZO C.F.,LAMELA C.F.,local,1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,24,S.D. VILLESTRO,A.C.U.D. CAMPORRAPADO,local,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,24,C.D. SAN MAMED,C.D.BELVIS,local,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,24,C.F. CIRE DE MELIDE,C.D. SPORT TEAM ESTRADA,local,3
