cod_temporada,cod_competicion,cod_grupo,jornada,fecha,hora,estadio,superficie,árbitro,equipo_local,equipo_visitante,cod_acta,link_acta
20,20005965,22010839,11,24-11-2024,17:00,O Coto - Val Do Ulla,Hierba Artificial,"SOTO PEREZ, SECUNDINO",U.D. VAL DO ULLA,SOCIEDADE DEPORTIVA O PINO,1187030,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187030&cod_acta=1187030
20,20005965,22010839,12,01-12-2024,16:30,A Tilleira - Dubra,Hierba Artificial,"PIÑEIRO LUGO, JESUS","S.D. DUBRA ""B""",U.D. VAL DO ULLA,1187031,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187031&cod_acta=1187031
20,20005965,22010839,12,01-12-2024,16:00,O Xeixo - Trazo,Hierba Natural,"VILAS LORENZO, MIGUEL ANGEL",TRAZO C.F.,S.D. CRUCES,1187032,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187032&cod_acta=1187032
20,20005965,22010839,12,01-12-2024,16:00,Suso Conde,Hierba Artificial,"VILLAMOR RIAL, NOEL",S.D. VILLESTRO,S.D. CACHEIRAS,1187033,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187033&cod_acta=1187033
20,20005965,22010839,12,01-12-2024,18:00,San Mamed,Hierba Artificial,"LAYA LOLO, XOEL",C.D. SAN MAMED,C.F. SILLEDA,1187034,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187034&cod_acta=1187034
20,20005965,22010839,12,01-12-2024,17:00,Campo Municipal Jesús Carlos Pampin Rua,Hierba Artificial,"ALAOUI SOULIMANI, AMINE",C.F. CIRE DE MELIDE,LAMELA C.F.,1187035,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187035&cod_acta=1187035
20,20005965,22010839,12,01-12-2024,16:00,A Raña - Rodeiro,Hierba Artificial,"VILLANUEVA ANSEDES, CARMEN",RODEIRO C.F.,A.C.U.D. CAMPORRAPADO,1187036,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187036&cod_acta=1187036
20,20005965,22010839,12,01-12-2024,16:00,A Devesiña - Recesende,Tierra,"FERNANDEZ LODEIRO, ABEL",S.D.C. RECESENDE,C.D.BELVIS,1187037,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187037&cod_acta=1187037
20,20005965,22010839,12,01-12-2024,17:00,Reboredo- Arca- O Pino,Hierba Artificial,"MARTINEZ SANTOS, OSCAR",SOCIEDADE DEPORTIVA O PINO,C.D. SPORT TEAM ESTRADA,1187038,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187038&cod_acta=1187038
20,20005965,22010839,13,14-12-2024,16:15,Juan Baleato,Hierba Natural,"FERRO BENITO, ANDRES","S.D. DUBRA ""B""",TRAZO C.F.,1187039,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187039&cod_acta=1187039
20,20005965,22010839,13,15-12-2024,20:00,Mpal Do Camballón,Hierba Artificial,"FERNANDEZ MONTOUTO, RUBEN",S.D. CRUCES,S.D. VILLESTRO,1187040,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187040&cod_acta=1187040
20,20005965,22010839,13,15-12-2024,16:30,A Cañoteira - Cacheiras-Antigo Ignacio,Hierba Artificial,"REGO RODRIGUEZ, JOSE LUIS",S.D. CACHEIRAS,C.D. SAN MAMED,1187041,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187041&cod_acta=1187041
20,20005965,22010839,13,15-12-2024,17:00,Outeiriño,Hierba Artificial,"CASTRO LIÑARES, MARCO ALEJANDRO",C.F. SILLEDA,C.F. CIRE DE MELIDE,1187042,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187042&cod_acta=1187042
20,20005965,22010839,13,15-12-2024,16:30,Mularedos,Hierba Natural,"LAYA LOLO, XOEL",LAMELA C.F.,RODEIRO C.F.,1187043,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187043&cod_acta=1187043
20,20005965,22010839,13,15-12-2024,16:00,Da Silveira- Camporrapado,Hierba Natural,"GAY CASAL, JAVIER",A.C.U.D. CAMPORRAPADO,S.D.C. RECESENDE,1187044,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187044&cod_acta=1187044
20,20005965,22010839,13,15-12-2024,16:09,Campo de Fútbol Municipal As Cancelas,Hierba Artificial,"ENRIQUEZ PEREIRO, OSCAR",C.D.BELVIS,SOCIEDADE DEPORTIVA O PINO,1187045,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187045&cod_acta=1187045
20,20005965,22010839,13,15-12-2024,17:00,O Coto - Val Do Ulla,Hierba Artificial,"CASTRO SANMARTIN, SEBASTIAN",U.D. VAL DO ULLA,C.D. SPORT TEAM ESTRADA,1187046,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187046&cod_acta=1187046
20,20005965,22010839,14,22-12-2024,17:00,O Coto - Val Do Ulla,Hierba Artificial,"FERNANDEZ MONTOUTO, RUBEN",U.D. VAL DO ULLA,TRAZO C.F.,1187047,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187047&cod_acta=1187047
20,20005965,22010839,14,22-12-2024,16:00,Suso Conde,Hierba Artificial,"QUINTANA PEREIRO, SERGIO",S.D. VILLESTRO,"S.D. DUBRA ""B""",1187048,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187048&cod_acta=1187048
20,20005965,22010839,14,22-12-2024,12:00,San Mamed,Hierba Artificial,"GAY CASAL, JAVIER",C.D. SAN MAMED,S.D. CRUCES,1187049,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187049&cod_acta=1187049
20,20005965,22010839,14,21-12-2024,17:30,Campo Municipal Jesús Carlos Pampin Rua,Hierba Artificial,"VIDAL FONSECA, GUSTAVO",C.F. CIRE DE MELIDE,S.D. CACHEIRAS,1187050,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187050&cod_acta=1187050
20,20005965,22010839,14,22-12-2024,17:15,A Raña - Rodeiro,Hierba Artificial,"ENRIQUEZ PEREIRO, OSCAR",RODEIRO C.F.,C.F. SILLEDA,1187051,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187051&cod_acta=1187051
20,20005965,22010839,14,22-12-2024,16:15,A Devesiña - Recesende,Tierra,"HERNANDEZ GIADANS, AGUSTIN",S.D.C. RECESENDE,LAMELA C.F.,1187052,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187052&cod_acta=1187052
20,20005965,22010839,14,21-12-2024,16:00,Reboredo- Arca- O Pino,Hierba Artificial,"CASTRO LIÑARES, MARCO ALEJANDRO",SOCIEDADE DEPORTIVA O PINO,A.C.U.D. CAMPORRAPADO,1187053,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187053&cod_acta=1187053
20,20005965,22010839,14,22-12-2024,17:00,Mcpal. Manuel Regueiro - Antiguo Figueroa,Hierba Artificial,"GARCIA VEIRAS, RAUL",C.D. SPORT TEAM ESTRADA,C.D.BELVIS,1187054,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187054&cod_acta=1187054
20,20005965,22010839,15,12-01-2025,16:00,O Xeixo - Trazo,Hierba Natural,"REBOREDO RIADIGOS, JOSE LUIS",TRAZO C.F.,S.D. VILLESTRO,1187055,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187055&cod_acta=1187055
20,20005965,22010839,15,12-01-2025,16:30,A Tilleira - Dubra,Hierba Artificial,"ANTELO ROMERO, XAIRO","S.D. DUBRA ""B""",C.D. SAN MAMED,1187056,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187056&cod_acta=1187056
20,20005965,22010839,15,12-01-2025,17:00,Mpal Do Camballón,Hierba Artificial,"RODRIGUEZ MUNIN, DANIEL",S.D. CRUCES,C.F. CIRE DE MELIDE,1187057,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187057&cod_acta=1187057
20,20005965,22010839,15,12-01-2025,16:15,A Cañoteira - Cacheiras-Antigo Ignacio,Hierba Artificial,"PIÑEIRO LUGO, JESUS",S.D. CACHEIRAS,RODEIRO C.F.,1187058,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187058&cod_acta=1187058
20,20005965,22010839,15,12-01-2025,17:00,Outeiriño,Hierba Artificial,"SOTO PEREZ, SECUNDINO",C.F. SILLEDA,S.D.C. RECESENDE,1187059,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187059&cod_acta=1187059
20,20005965,22010839,15,12-01-2025,16:30,Mularedos,Hierba Natural,"GAY CASAL, JAVIER",LAMELA C.F.,SOCIEDADE DEPORTIVA O PINO,1187060,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187060&cod_acta=1187060
20,20005965,22010839,15,12-01-2025,16:00,O Forte-Boqueixón,Hierba Artificial,"LAYA LOLO, XOEL",A.C.U.D. CAMPORRAPADO,C.D. SPORT TEAM ESTRADA,1187061,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187061&cod_acta=1187061
20,20005965,22010839,15,12-01-2025,16:00,Campo de Fútbol Municipal As Cancelas,Hierba Artificial,"BOTANA REY, PABLO",C.D.BELVIS,U.D. VAL DO ULLA,1187062,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187062&cod_acta=1187062
20,20005965,22010839,16,19-01-2025,16:30,Da Silveira- Camporrapado,Hierba Natural,"SOTO PEREZ, SECUNDINO",A.C.U.D. CAMPORRAPADO,C.D.BELVIS,1187063,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187063&cod_acta=1187063
20,20005965,22010839,16,19-01-2025,16:30,Mularedos,Hierba Natural,"ENRIQUEZ PEREIRO, OSCAR",LAMELA C.F.,C.D. SPORT TEAM ESTRADA,1187064,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187064&cod_acta=1187064
20,20005965,22010839,16,19-01-2025,18:00,Outeiriño,Hierba Artificial,"FERNANDEZ MONTOUTO, RUBEN",C.F. SILLEDA,SOCIEDADE DEPORTIVA O PINO,1187065,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187065&cod_acta=1187065
20,20005965,22010839,16,19-01-2025,16:30,A Cañoteira - Cacheiras-Antigo Ignacio,Hierba Artificial,"GIL CALDELAS, SAMUEL",S.D. CACHEIRAS,S.D.C. RECESENDE,1187066,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187066&cod_acta=1187066
20,20005965,22010839,16,19-01-2025,12:45,Mpal Do Camballón,Hierba Artificial,"CASTRO SANMARTIN, SEBASTIAN",S.D. CRUCES,RODEIRO C.F.,1187067,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187067&cod_acta=1187067
20,20005965,22010839,16,18-01-2025,16:00,A Tilleira - Dubra,Hierba Artificial,"PONTE APONTE, ADRIAN","S.D. DUBRA ""B""",C.F. CIRE DE MELIDE,1187068,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187068&cod_acta=1187068
20,20005965,22010839,16,19-01-2025,12:15,O Xeixo - Trazo,Hierba Natural,"HERNANDEZ GIADANS, AGUSTIN",TRAZO C.F.,C.D. SAN MAMED,1187069,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187069&cod_acta=1187069
20,20005965,22010839,16,19-01-2025,16:00,Suso Conde,Hierba Artificial,"GOMEZ GUTIERREZ, ADRIAN JOSE",S.D. VILLESTRO,U.D. VAL DO ULLA,1187070,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187070&cod_acta=1187070
20,20005965,22010839,17,02-03-2025,17:00,O Coto - Val Do Ulla,Hierba Artificial,"ENRIQUEZ PEREIRO, OSCAR",U.D. VAL DO ULLA,A.C.U.D. CAMPORRAPADO,1272370,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1272370&cod_acta=1272370
20,20005965,22010839,17,02-03-2025,17:00,Campo de Fútbol Municipal As Cancelas,Hierba Artificial,"FERROL MUÑIZ, MIGUEL",C.D.BELVIS,LAMELA C.F.,1272366,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1272366&cod_acta=1272366
20,20005965,22010839,17,28-02-2025,21:00,Mcpal. Manuel Regueiro - Antiguo Figueroa,Hierba Artificial,"MARTINEZ SANTOS, OSCAR",C.D. SPORT TEAM ESTRADA,C.F. SILLEDA,1272369,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1272369&cod_acta=1272369
20,20005965,22010839,17,01-03-2025,12:00,Reboredo- Arca- O Pino,Hierba Artificial,"ALCALA REY, ALFONSO",SOCIEDADE DEPORTIVA O PINO,S.D. CACHEIRAS,1272373,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1272373&cod_acta=1272373
20,20005965,22010839,17,02-03-2025,16:00,A Devesiña - Recesende,Tierra,"MARTINEZ LAREO , MARCOS",S.D.C. RECESENDE,S.D. CRUCES,1272372,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1272372&cod_acta=1272372
20,20005965,22010839,17,28-02-2025,21:00,A Raña - Rodeiro,Hierba Artificial,"LAYA LOLO, XOEL",RODEIRO C.F.,"S.D. DUBRA ""B""",1272367,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1272367&cod_acta=1272367
20,20005965,22010839,17,01-03-2025,18:30,Campo Municipal Jesús Carlos Pampin Rua,Hierba Artificial,"TEIJEIRO FERNANDEZ, MIGUEL",C.F. CIRE DE MELIDE,TRAZO C.F.,1272371,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1272371&cod_acta=1272371
20,20005965,22010839,17,02-03-2025,19:00,San Mamed,Hierba Artificial,"CASTRO SANMARTIN, SEBASTIAN",C.D. SAN MAMED,S.D. VILLESTRO,1272368,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1272368&cod_acta=1272368
20,20005965,22010839,18,02-02-2025,17:00,Mularedos,Hierba Natural,"FERNANDEZ MONTOUTO, RUBEN",LAMELA C.F.,A.C.U.D. CAMPORRAPADO,1187079,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187079&cod_acta=1187079
20,20005965,22010839,18,02-02-2025,17:00,Outeiriño,Hierba Artificial,"CASTRO SANMARTIN, SEBASTIAN",C.F. SILLEDA,C.D.BELVIS,1187080,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187080&cod_acta=1187080
20,20005965,22010839,18,02-02-2025,16:30,A Cañoteira - Cacheiras-Antigo Ignacio,Hierba Artificial,"CASAL BARREIRO, ADRIAN",S.D. CACHEIRAS,C.D. SPORT TEAM ESTRADA,1187081,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187081&cod_acta=1187081
20,20005965,22010839,18,02-02-2025,17:00,Mpal Do Camballón,Hierba Artificial,"LAYA LOLO, XOEL",S.D. CRUCES,SOCIEDADE DEPORTIVA O PINO,1187082,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187082&cod_acta=1187082
20,20005965,22010839,18,01-02-2025,16:15,A Tilleira - Dubra,Hierba Artificial,"CASTRO LIÑARES, MARCO ALEJANDRO","S.D. DUBRA ""B""",S.D.C. RECESENDE,1187083,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187083&cod_acta=1187083
20,20005965,22010839,18,01-02-2025,17:00,O Xeixo - Trazo,Hierba Natural,"GIL CALDELAS, SAMUEL",TRAZO C.F.,RODEIRO C.F.,1187084,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187084&cod_acta=1187084
20,20005965,22010839,18,02-02-2025,16:00,Suso Conde,Hierba Artificial,"ALAOUI SOULIMANI, AMINE",S.D. VILLESTRO,C.F. CIRE DE MELIDE,1187085,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187085&cod_acta=1187085
20,20005965,22010839,18,02-02-2025,17:00,San Mamed,Hierba Artificial,"ENRIQUEZ PEREIRO, OSCAR",C.D. SAN MAMED,U.D. VAL DO ULLA,1187086,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187086&cod_acta=1187086
20,20005965,22010839,19,09-02-2025,17:00,O Coto - Val Do Ulla,Hierba Artificial,"SOTO PEREZ, SECUNDINO",U.D. VAL DO ULLA,LAMELA C.F.,1187087,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187087&cod_acta=1187087
20,20005965,22010839,19,09-02-2025,17:00,O Forte-Boqueixón,Hierba Artificial,"MACHADO MOSQUERA, CRISTIAN",A.C.U.D. CAMPORRAPADO,C.F. SILLEDA,1187088,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187088&cod_acta=1187088
20,20005965,22010839,19,09-02-2025,16:00,Campo de Fútbol Municipal As Cancelas,Hierba Artificial,"MIGUENS SANTIAGO, SERGIO",C.D.BELVIS,S.D. CACHEIRAS,1187089,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187089&cod_acta=1187089
20,20005965,22010839,19,09-02-2025,17:00,Mcpal. Manuel Regueiro - Antiguo Figueroa,Hierba Artificial,"GAY CASAL, JAVIER",C.D. SPORT TEAM ESTRADA,S.D. CRUCES,1187090,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187090&cod_acta=1187090
20,20005965,22010839,19,09-02-2025,17:00,Reboredo- Arca- O Pino,Hierba Artificial,"REGO RODRIGUEZ, JOSE LUIS",SOCIEDADE DEPORTIVA O PINO,"S.D. DUBRA ""B""",1187091,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187091&cod_acta=1187091
20,20005965,22010839,19,09-02-2025,16:15,A Devesiña - Recesende,Tierra,"ANTELO ROMERO, XAIRO",S.D.C. RECESENDE,TRAZO C.F.,1187092,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187092&cod_acta=1187092
20,20005965,22010839,19,09-02-2025,18:00,A Raña - Rodeiro,Hierba Artificial,"FERNANDEZ MONTOUTO, RUBEN",RODEIRO C.F.,S.D. VILLESTRO,1187093,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187093&cod_acta=1187093
20,20005965,22010839,19,09-02-2025,17:00,Campo Municipal Jesús Carlos Pampin Rua,Hierba Artificial,"LOMBAO GONZALEZ, IAGO",C.F. CIRE DE MELIDE,C.D. SAN MAMED,1187094,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187094&cod_acta=1187094
20,20005965,22010839,20,16-02-2025,17:30,Outeiriño,Hierba Artificial,"FERNANDEZ MONTOUTO, RUBEN",C.F. SILLEDA,LAMELA C.F.,1187095,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187095&cod_acta=1187095
20,20005965,22010839,20,16-02-2025,17:00,A Cañoteira - Cacheiras-Antigo Ignacio,Hierba Artificial,"GARCIA ALVAREZ, ADRIAN",S.D. CACHEIRAS,A.C.U.D. CAMPORRAPADO,1187096,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187096&cod_acta=1187096
20,20005965,22010839,20,16-02-2025,18:30,Mpal Do Camballón,Hierba Artificial,"MACHADO MOSQUERA, CRISTIAN",S.D. CRUCES,C.D.BELVIS,1187097,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187097&cod_acta=1187097
20,20005965,22010839,20,16-02-2025,18:15,A Tilleira - Dubra,Hierba Artificial,"QUINTANA PEREIRO, SERGIO","S.D. DUBRA ""B""",C.D. SPORT TEAM ESTRADA,1187098,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187098&cod_acta=1187098
20,20005965,22010839,20,16-02-2025,17:00,O Xeixo - Trazo,Hierba Natural,"FERNANDEZ LODEIRO, ABEL",TRAZO C.F.,SOCIEDADE DEPORTIVA O PINO,1187099,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187099&cod_acta=1187099
20,20005965,22010839,20,16-02-2025,16:30,Suso Conde,Hierba Artificial,"VIDAL FONSECA, GUSTAVO",S.D. VILLESTRO,S.D.C. RECESENDE,1187100,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187100&cod_acta=1187100
20,20005965,22010839,20,16-02-2025,17:00,San Mamed,Hierba Artificial,"GAY CASAL, JAVIER",C.D. SAN MAMED,RODEIRO C.F.,1187101,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187101&cod_acta=1187101
20,20005965,22010839,20,16-02-2025,17:00,Campo Municipal Jesús Carlos Pampin Rua,Hierba Artificial,"MARTINEZ SANTOS, OSCAR",C.F. CIRE DE MELIDE,U.D. VAL DO ULLA,1187102,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187102&cod_acta=1187102
20,20005965,22010839,21,23-02-2025,17:00,O Coto - Val Do Ulla,Hierba Artificial,"VILLANUEVA ANSEDES, CARMEN",U.D. VAL DO ULLA,C.F. SILLEDA,1187103,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187103&cod_acta=1187103
20,20005965,22010839,21,23-02-2025,17:00,Mularedos,Hierba Natural,"GAY CASAL, JAVIER",LAMELA C.F.,S.D. CACHEIRAS,1187104,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187104&cod_acta=1187104
20,20005965,22010839,21,23-02-2025,12:00,O Forte-Boqueixón,Hierba Artificial,"TABOADA DOVAL, DAVID",A.C.U.D. CAMPORRAPADO,S.D. CRUCES,1187105,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187105&cod_acta=1187105
20,20005965,22010839,21,23-02-2025,16:00,Campo de Fútbol Municipal As Cancelas,Hierba Artificial,"MIRAZO INSUA, PEDRO",C.D.BELVIS,"S.D. DUBRA ""B""",1187106,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187106&cod_acta=1187106
20,20005965,22010839,21,22-02-2025,18:15,Mcpal. Manuel Regueiro - Antiguo Figueroa,Hierba Artificial,"GARCIA LISTE, IRIA",C.D. SPORT TEAM ESTRADA,TRAZO C.F.,1187107,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187107&cod_acta=1187107
20,20005965,22010839,21,23-02-2025,17:00,Reboredo- Arca- O Pino,Hierba Artificial,"MARTINEZ LAREO , MARCOS",SOCIEDADE DEPORTIVA O PINO,S.D. VILLESTRO,1187108,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187108&cod_acta=1187108
20,20005965,22010839,21,23-02-2025,16:15,A Devesiña - Recesende,Tierra,"CANAY FERNANDEZ, BRAIS",S.D.C. RECESENDE,C.D. SAN MAMED,1187109,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187109&cod_acta=1187109
20,20005965,22010839,21,23-02-2025,20:00,A Raña - Rodeiro,Hierba Artificial,"BOTANA REY, PABLO",RODEIRO C.F.,C.F. CIRE DE MELIDE,1187110,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187110&cod_acta=1187110
20,20005965,22010839,22,09-03-2025,18:00,A Cañoteira - Cacheiras-Antigo Ignacio,Hierba Artificial,"REGO RODRIGUEZ, JOSE LUIS",S.D. CACHEIRAS,C.F. SILLEDA,1187111,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187111&cod_acta=1187111
20,20005965,22010839,22,09-03-2025,18:00,Mpal Do Camballón,Hierba Artificial,"VILLANUEVA ANSEDES, CARMEN",S.D. CRUCES,LAMELA C.F.,1187112,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187112&cod_acta=1187112
20,20005965,22010839,22,09-03-2025,18:30,A Tilleira - Dubra,Hierba Artificial,"BREY COUTO, RODRIGO","S.D. DUBRA ""B""",A.C.U.D. CAMPORRAPADO,1187113,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187113&cod_acta=1187113
20,20005965,22010839,22,09-03-2025,16:00,O Xeixo - Trazo,Hierba Natural,"VIDAL FONSECA, GUSTAVO",TRAZO C.F.,C.D.BELVIS,1187114,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187114&cod_acta=1187114
20,20005965,22010839,22,09-03-2025,16:30,Suso Conde,Hierba Artificial,"GOMEZ GUTIERREZ, ADRIAN JOSE",S.D. VILLESTRO,C.D. SPORT TEAM ESTRADA,1187115,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187115&cod_acta=1187115
20,20005965,22010839,22,09-03-2025,18:00,San Mamed,Hierba Artificial,"FERNANDEZ MONTOUTO, RUBEN",C.D. SAN MAMED,SOCIEDADE DEPORTIVA O PINO,1187116,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187116&cod_acta=1187116
20,20005965,22010839,22,09-03-2025,17:00,Campo Municipal Jesús Carlos Pampin Rua,Hierba Artificial,"HERNANDEZ GIADANS, AGUSTIN",C.F. CIRE DE MELIDE,S.D.C. RECESENDE,1187117,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187117&cod_acta=1187117
