minuto,jugador,tipo_gol,equipo,marcador,cod_acta
45,"CERVIÑO CARRACEDO, ANDRES",Normal,C.D. SPORT TEAM ESTRADA,1-2,1187115
70,"BARRUSO ARIAS, HUGO",Normal,C.D. SPORT TEAM ESTRADA,1-3,1187115
7,"CEREIJO IGLESIAS, ALBERTO L",Normal,SOCIEDADE DEPORTIVA O PINO,0-1,1187116
81,"PORTOS VILLAR, BORJA",Normal,SOCIEDADE DEPORTIVA O PINO,0-2,1187116
4,"PAMPIN NOGUEROL, DANIEL",Normal,C.F. CIRE DE MELIDE,1-0,1187117
16,"PAMPIN NOGUEROL, DANIEL",Normal,C.F. CIRE DE MELIDE,2-0,1187117
43,"PEREIRO SANCHEZ, DAVID",Normal,C.F. CIRE DE MELIDE,3-0,1187117
52,"ROSENDE MARTINEZ, ALEJANDRO",Normal,S.D.C. RECESENDE,3-1,1187117
59,"MELLID MONTERROSO, MARTIN",Normal,C.F. CIRE DE MELIDE,4-1,1187117
68,"VAZQUEZ NOVAS, MANUEL",Normal,C.F. CIRE DE MELIDE,5-1,1187117
71,"MIGUEZ REY, MICHAEL",Penalti,S.D.C. RECESENDE,5-2,1187117
83,"PEREIRO SANCHEZ, DAVID",Normal,C.F. CIRE DE MELIDE,6-2,1187117
86,"PEREIRO SANCHEZ, DAVID",Normal,C.F. CIRE DE MELIDE,7-2,1187117
56,"OTERO ARIAS, JOSE L",Normal,RODEIRO C.F.,1-0,1187118
85,"LÓPEZ MÉNDEZ, MARCOS",Normal,RODEIRO C.F.,2-0,1187118
90'+2,"SALGUEIRO POMBO, DAVID",Normal,S.D. CACHEIRAS,0-1,1187119
38,"CAMBEIRO COSTA, AIRAS",Normal,C.F. SILLEDA,1-0,1187120
40,"LOPEZ REY, LEO",Normal,S.D. CRUCES,1-1,1187120
32,"VARELA VAZQUEZ, DAVID",Normal,LAMELA C.F.,1-0,1187121
59,"GARCIA CARRERA, MANUEL",Normal,LAMELA C.F.,2-0,1187121
11,"CANCELA CONDE, ALEJANDRO",Normal,TRAZO C.F.,0-1,1187122
13,"CEBEY DE LA TORRE, MANUEL",Normal,TRAZO C.F.,0-2,1187122
31,"PARADA CASTIÑEIRAS, OSCAR",Normal,A.C.U.D. CAMPORRAPADO,1-2,1187122
51,"CANCELA CONDE, ALEJANDRO",Normal,TRAZO C.F.,1-3,1187122
61,"RIAL GARCIA, SEBASTIAN",Normal,TRAZO C.F.,1-4,1187122
39,"VIDAL LOSA, ROBERTO",Normal,S.D. VILLESTRO,0-1,1187123
80,"FRANCOS CREGO, JULIAN",Normal,C.D.BELVIS,1-1,1187123
82,"DE SOUSA OLIVEIRA, THIAGO",Normal,S.D. VILLESTRO,1-2,1187123
56,"LOPEZ PEDREIRA, SERGIO",Normal,C.D. SPORT TEAM ESTRADA,1-0,1187124
63,"PEREZ MARTINEZ, SAMUEL",Normal,C.D. SAN MAMED,1-1,1187124
86,"LOPEZ PEDREIRA, SERGIO",Normal,C.D. SPORT TEAM ESTRADA,2-1,1187124
5,"CUÑARRO FERNÁNDEZ, PABLO",Normal,RODEIRO C.F.,0-1,1187126
45'+1,"VAAMONDE CALVIÑO, MANUEL",Normal,S.D. CACHEIRAS,0-1,1187127
45'+4,"VAAMONDE CALVIÑO, MANUEL",Normal,S.D. CACHEIRAS,0-2,1187127
47,"LOPEZ REY, LEO",Normal,S.D. CRUCES,1-2,1187127
2,"FORJAN GARCIA, ADRIAN",Normal,S.D. DUBRA B,1-0,1187128
17,"RIVERO MONTOTO, NUNO",Normal,C.F. SILLEDA,1-1,1187128
55,"CERNADAS NOYA, LUCAS",Normal,S.D. DUBRA B,2-1,1187128
58,"RIVERO MONTOTO, NUNO",Normal,C.F. SILLEDA,2-2,1187128
25,"RIAL GARCIA, SEBASTIAN",Normal,TRAZO C.F.,1-0,1187129
31,"VARELA VAZQUEZ, DAVID",Normal,LAMELA C.F.,1-1,1187129
10,"VIDAL LOSA, ROBERTO",Normal,S.D. VILLESTRO,1-0,1187130
36,"DE SOUSA OLIVEIRA, THIAGO",Normal,S.D. VILLESTRO,2-0,1187130
55,"VIDAL LOSA, ROBERTO",Normal,S.D. VILLESTRO,3-0,1187130
65,"VIDAL LOSA, ROBERTO",Normal,S.D. VILLESTRO,4-0,1187130
83,"CAMARA , BAKARI",Normal,S.D. VILLESTRO,5-0,1187130
90,"ZAGATO PEREIRA, JOAO VITOR",Normal,S.D. VILLESTRO,6-0,1187130
24,"RODRIGUEZ VILAS, BRAIS",Normal,C.D.BELVIS,0-1,1187131
49,"RAMOS CASTRO, ANDRÉS",Penalti,C.D.BELVIS,0-2,1187131
55,"VILLAVERDE SIXTO, BRAIS",Normal,C.D.BELVIS,0-3,1187131
65,"REY VAZQUEZ, MARCOS",Normal,C.D. SAN MAMED,1-3,1187131
85,"VAZQUEZ POMAR, MARCOS",Normal,C.D.BELVIS,1-4,1187131
31,"FIGUEIRAS GARCIA, PAULO",Normal,C.D. SPORT TEAM ESTRADA,0-1,1187132
86,"PARRADO ROMERO, CARLOS",Normal,C.F. CIRE DE MELIDE,1-1,1187132
90'+4,"PEREIRO SANCHEZ, DAVID",Normal,C.F. CIRE DE MELIDE,2-1,1187132
20,"GARCIA SENRA, DIEGO",Normal,SOCIEDADE DEPORTIVA O PINO,0-1,1187133
28,"LÓPEZ MÉNDEZ, MARCOS",Normal,RODEIRO C.F.,1-1,1187133
42,"CENDON GONZALEZ, JOSE",Normal,SOCIEDADE DEPORTIVA O PINO,1-2,1187133
63,"CUÑARRO FERNÁNDEZ, PABLO",Normal,RODEIRO C.F.,2-2,1187133
90'+1,"OTERO ARIAS, JOSE L",Penalti,RODEIRO C.F.,3-2,1187133
15,"NUÑEZ BARRAL, DAVID",Normal,S.D.C. RECESENDE,1-0,1187134
17,"CALVIÑO IGLESIAS, PABLO",Normal,U.D. VAL DO ULLA,1-1,1187134
60,"ROSENDE MARTINEZ, ALEJANDRO",Normal,S.D.C. RECESENDE,2-1,1187134
75,"TAIBO MERA, FRANCISCO",Normal,U.D. VAL DO ULLA,2-2,1187134
78,"TAIBO MERA, FRANCISCO",Normal,U.D. VAL DO ULLA,2-3,1187134
44,"DOMINGUEZ GARCIA, ADRIAN",Normal,S.D. CRUCES,0-1,1187135
51,"ROMARÍS CAMPAÑA, ALBERTO",Normal,U.D. VAL DO ULLA,1-1,1187135
76,"VAAMONDE CALVIÑO, MANUEL",Normal,S.D. CACHEIRAS,1-0,1187136
86,"OTERO MATEOS, PABLO",Normal,S.D. CACHEIRAS,2-0,1187136
30,"ARIAS GARCIA, SERGIO",Normal,TRAZO C.F.,0-1,1187137
34,"ARIAS GARCIA, SERGIO",Normal,TRAZO C.F.,0-2,1187137
53,"CAMBEIRO COSTA, AIRAS",Normal,C.F. SILLEDA,1-2,1187137
79,"RIAL GARCIA, SEBASTIAN",Normal,TRAZO C.F.,1-3,1187137
88,"FERNANDEZ TABOADA, XOSE MANUEL",Normal,C.F. SILLEDA,2-3,1187137
90'+6,"RIVERO MONTOTO, NUNO",Normal,C.F. SILLEDA,3-3,1187137
7,"GARCIA CARRERA, MANUEL",Normal,LAMELA C.F.,1-0,1187138
60,"DOS SANTOS MARQUES, ALEANDRO",Normal,S.D. VILLESTRO,1-1,1187138
61,"RODRIGUEZ FARIÑA, ALEJANDRO",Normal,LAMELA C.F.,2-1,1187138
64,"VIDAL LOSA, ROBERTO",Normal,S.D. VILLESTRO,2-2,1187138
89,"RIOS ALCAIDE, JUAN MANUEL",Normal,LAMELA C.F.,3-2,1187138
14,"PEREZ MARTINEZ, SAMUEL",Normal,C.D. SAN MAMED,0-1,1187139
21,"RENDO GUITIAN, ALEXANDRE",Normal,C.D. SAN MAMED,0-2,1187139
26,"MACEIRA MATO, ALFONSO",Normal,C.D. SAN MAMED,0-3,1187139
83,"CHAS BROCOS, IAGO SENEN",Normal,C.D. SAN MAMED,0-4,1187139
84,"PEREIRO SANCHEZ, DAVID",Normal,C.F. CIRE DE MELIDE,0-1,1187140
86,"PEREIRO SANCHEZ, DAVID",Normal,C.F. CIRE DE MELIDE,0-2,1187140
34,"LOPEZ PEDREIRA, SERGIO",Normal,C.D. SPORT TEAM ESTRADA,1-0,1187141
3,"LAREO MERA, LUCAS",Normal,SOCIEDADE DEPORTIVA O PINO,1-0,1187142
16,"ROSENDE MARTINEZ, ALEJANDRO",Penalti,S.D.C. RECESENDE,1-1,1187142
41,"VARELA LODEIRO, GABRIEL",Normal,SOCIEDADE DEPORTIVA O PINO,2-1,1187142
58,"LAREO MERA, LUCAS",Normal,SOCIEDADE DEPORTIVA O PINO,3-1,1187142
69,"CEREIJO IGLESIAS, ALBERTO L",Normal,SOCIEDADE DEPORTIVA O PINO,4-1,1187142
82,"CEREIJO IGLESIAS, ALBERTO L",Normal,SOCIEDADE DEPORTIVA O PINO,5-1,1187142
86,"CEPEDA MENDOZA, ALEJANDRO",Normal,S.D.C. RECESENDE,5-2,1187142
90,"CARRIL CARREIRA, RAFAEL",Penalti,SOCIEDADE DEPORTIVA O PINO,6-2,1187142
10,"GARCIA MARROZOS, XABIER",Normal,S.D. DUBRA B,1-0,1187143
38,"GARCIA MARROZOS, XABIER",Normal,S.D. DUBRA B,2-0,1187143
87,"GARCIA MARROZOS, XABIER",Normal,S.D. DUBRA B,3-0,1187143
90,"PARAMA SUAREZ, DAVID RAFAEL",Normal,S.D. DUBRA B,4-0,1187143
15,"CARBALLAL MONTEAGUDO, SAUL",Normal,S.D. CACHEIRAS,0-1,1187144
67,"CARBALLAL MONTEAGUDO, SAUL",Normal,S.D. CACHEIRAS,0-2,1187144
76,"MARTINEZ RODRIGUEZ, ALESSANDRO EDUARDO",Normal,S.D. CACHEIRAS,0-3,1187144
62,"GONZALEZ CALVELO, LEO",Normal,S.D. VILLESTRO,1-0,1187145
65,"DE SOUSA OLIVEIRA, THIAGO",Normal,S.D. VILLESTRO,2-0,1187145
89,"DE SOUSA OLIVEIRA, THIAGO",Normal,S.D. VILLESTRO,3-0,1187145
72,"ESPIÑO CUIÑA, LOIS",Normal,LAMELA C.F.,0-1,1187146
2,"POLO ABAD, ASIER",Normal,C.F. CIRE DE MELIDE,1-0,1187147
7,"VAZQUEZ NOVAS, MANUEL",Normal,C.F. CIRE DE MELIDE,2-0,1187147
32,"PEREIRO SANCHEZ, DAVID",Normal,C.F. CIRE DE MELIDE,3-0,1187147
36,"PEREIRO SANCHEZ, DAVID",Normal,C.F. CIRE DE MELIDE,4-0,1187147
39,"PEREIRO SANCHEZ, DAVID",Normal,C.F. CIRE DE MELIDE,5-0,1187147
58,"POLO ABAD, ASIER",Normal,C.F. CIRE DE MELIDE,6-0,1187147
62,"PARRADO ROMERO, CARLOS",Normal,C.F. CIRE DE MELIDE,7-0,1187147
89,"MOSTEIRO GARCIA, SERGIO",Normal,C.F. CIRE DE MELIDE,8-0,1187147
58,"FERREIRO CAMBA, MANUEL",Normal,RODEIRO C.F.,1-0,1187148
90'+2,"PROL BREA, DIEGO",Penalti,C.D.BELVIS,1-1,1187148
24,"GOMEZ CORA, ADRIAN",Normal,C.D. SPORT TEAM ESTRADA,0-1,1187149
32,"FERNANDEZ GONZALEZ, IAGO JOSE",Normal,C.D. SPORT TEAM ESTRADA,0-2,1187149
35,"GOMEZ LOPEZ, EZEQUIEL",Normal,C.D. SPORT TEAM ESTRADA,0-3,1187149
46,"ULLA COSTA, RICARDO",Normal,C.D. SPORT TEAM ESTRADA,0-4,1187149
54,"FUENTES CORREA, MANUEL",Normal,C.D. SPORT TEAM ESTRADA,0-5,1187149
62,"NUÑEZ BARRAL, SEBASTIAN",Normal,S.D.C. RECESENDE,1-5,1187149
67,"GOMEZ LOPEZ, EZEQUIEL",Normal,C.D. SPORT TEAM ESTRADA,1-6,1187149
3,"GOMES TAVARES, RAFAEL ANDRE",Normal,SOCIEDADE DEPORTIVA O PINO,1-0,1187150
19,"VARELA LODEIRO, GABRIEL",Normal,SOCIEDADE DEPORTIVA O PINO,2-0,1187150
55,"CEREIJO IGLESIAS, ALBERTO L",Normal,SOCIEDADE DEPORTIVA O PINO,3-0,1187150
86,"LANDEIRA GANDARA, FRANCISCO",Normal,U.D. VAL DO ULLA,3-1,1187150
46,"SANCHEZ CARPINTEIRO, MIGUEL",Normal,U.D. VAL DO ULLA,1-0,1187151
27,"SOTO PARCERO, DANIEL",Normal,S.D. CRUCES,1-0,1187152
70,"LOPEZ REY, LEO",Normal,S.D. CRUCES,2-0,1187152
75,"GONZALEZ EIRAS, FABIO J",Normal,S.D. CRUCES,3-0,1187152
81,"FERREIRA PARENTE, RAUL",Normal,TRAZO C.F.,3-1,1187152
14,"CARBALLAL MONTEAGUDO, SAUL",Normal,S.D. CACHEIRAS,1-0,1187153
21,"GONZALEZ CALVELO, LEO",Normal,S.D. VILLESTRO,1-1,1187153
5,"REY CALVO, MARTIN",Normal,C.D. SAN MAMED,0-1,1187154
9,"FERNÁNDEZ GARCÍA, RUBÉN",Normal,C.F. SILLEDA,1-1,1187154
26,"FERNÁNDEZ GARCÍA, RUBÉN",Normal,C.F. SILLEDA,2-1,1187154
38,"SUAREZ PEON, DIEGO",Normal,C.F. SILLEDA,3-1,1187154
45,"SENDE MALLO, DIEGO",Penalti,C.D. SAN MAMED,3-2,1187154
77,"CAMBEIRO COSTA, AIRAS",Normal,C.F. SILLEDA,4-2,1187154
9,"GARCIA LOPEZ, ALEJANDRO",Normal,C.F. CIRE DE MELIDE,0-1,1187155
34,"PEREIRO SANCHEZ, DAVID",Normal,C.F. CIRE DE MELIDE,0-2,1187155
77,"RIOS ALCAIDE, JUAN MANUEL",Normal,LAMELA C.F.,1-2,1187155
90'+4,"CASTRO DOMINGUEZ, FRANCISCO",Penalti,LAMELA C.F.,2-2,1187155
3,"OTERO ARIAS, JOSE L",Normal,RODEIRO C.F.,0-1,1187156
42,"TABOADA SEIJO, ALEJANDRO",Normal,A.C.U.D. CAMPORRAPADO,1-1,1187156
49,"PEREIRAS PEREIRO, RAFAEL",Normal,A.C.U.D. CAMPORRAPADO,2-1,1187156
63,"VEIGA ROSENDE, IAGO",Normal,A.C.U.D. CAMPORRAPADO,3-1,1187156
71,"CUÑARRO FERNÁNDEZ, PABLO",Normal,RODEIRO C.F.,3-2,1187156
81,"OTERO ARIAS, JOSE L",Normal,RODEIRO C.F.,3-3,1187156
13,"RAMOS CASTRO, ANDRÉS",Normal,C.D.BELVIS,1-0,1187157
23,"CALVO CUTRIN, RAUL",Normal,S.D.C. RECESENDE,1-1,1187157
30,"SANTIAGO RIVAS, MARIO",Normal,C.D.BELVIS,2-1,1187157
54,"ROSENDE MARTINEZ, ALEJANDRO",Normal,S.D.C. RECESENDE,2-2,1187157
66,"RAMOS CASTRO, ANDRÉS",Normal,C.D.BELVIS,3-2,1187157
68,"ROSENDE MARTINEZ, ALEJANDRO",Normal,S.D.C. RECESENDE,3-3,1187157
77,"CEPEDA MENDOZA, ALEJANDRO",Normal,S.D.C. RECESENDE,3-4,1187157
49,"MIGUEZ VIDAL, DANIEL",Normal,C.D. SPORT TEAM ESTRADA,1-0,1187158
81,"MIGUEZ VIDAL, DANIEL",Normal,C.D. SPORT TEAM ESTRADA,2-0,1187158
10,"PARAMA SUAREZ, DAVID RAFAEL",Normal,S.D. DUBRA B,0-1,1187159
57,"BECERRA MALLO, ADRIAN",Normal,TRAZO C.F.,1-1,1187159
64,"RIAL GARCIA, SEBASTIAN",Normal,TRAZO C.F.,2-1,1187159
83,"CANCELA CONDE, ALEJANDRO",Normal,TRAZO C.F.,3-1,1187159
14,"DE SOUSA OLIVEIRA, THIAGO",Normal,S.D. VILLESTRO,1-0,1187160
38,"BERMUDEZ MALLO, ADEL",Normal,S.D. VILLESTRO,2-0,1187160
43,"LOPEZ REY, LEO",Normal,S.D. CRUCES,2-1,1187160
60,"FERNÁNDEZ VAL, PABLO",Normal,S.D. VILLESTRO,3-1,1187160
78,"GONZALEZ CALVELO, LEO",Normal,S.D. VILLESTRO,4-1,1187160
89,"GONZALEZ CALVELO, LEO",Normal,S.D. VILLESTRO,5-1,1187160
75,"MACEIRA MATO, ALFONSO",Normal,C.D. SAN MAMED,1-0,1187161
81,"MACEIRA MATO, ALFONSO",Penalti,C.D. SAN MAMED,2-0,1187161
44,"MELLID MONTERROSO, MARTIN",Normal,C.F. CIRE DE MELIDE,1-0,1187162
60,"PAMPIN NOGUEROL, DANIEL",Normal,C.F. CIRE DE MELIDE,2-0,1187162
78,"PARRADO ROMERO, CARLOS",Normal,C.F. CIRE DE MELIDE,3-0,1187162
40,"ABONJO BOUZAS, ALEJANDRO",Propia Puerta,RODEIRO C.F.,1-0,1187163
50,"ROMERO MONTOUTO, PABLO",Normal,RODEIRO C.F.,2-0,1187163
61,"QUINTÁ GARCÍA, DAVID",Normal,RODEIRO C.F.,3-0,1187163
73,"QUINTÁ GARCÍA, DAVID",Normal,RODEIRO C.F.,4-0,1187163
76,"GARCIA CARRERA, MANUEL",Penalti,LAMELA C.F.,4-1,1187163
78,"GONZALEZ HERMIDA, DAVID",Propia Puerta,LAMELA C.F.,4-2,1187163
81,"RIOS ALCAIDE, JUAN MANUEL",Normal,LAMELA C.F.,4-3,1187163
6,"FRANCO SANMARTIN, CARLOS L",Normal,S.D.C. RECESENDE,1-0,1187164
10,"VAZQUEZ CORRAL, JORGE",Normal,SOCIEDADE DEPORTIVA O PINO,1-0,1187165
27,"RAMOS CASTRO, ANDRÉS",Normal,C.D.BELVIS,1-1,1187165
54,"CEREIJO IGLESIAS, ALBERTO L",Normal,SOCIEDADE DEPORTIVA O PINO,2-1,1187165
74,"VARELA SOUTO, OSCAR",Normal,SOCIEDADE DEPORTIVA O PINO,3-1,1187165
78,"FERNANDEZ PEREZ, JESUS DE BELEN",Normal,C.D.BELVIS,3-2,1187165
87,"CANABAL CASTRO, ISMAEL",Normal,SOCIEDADE DEPORTIVA O PINO,4-2,1187165
20,"FERNANDEZ GONZALEZ, IAGO JOSE",Normal,C.D. SPORT TEAM ESTRADA,1-0,1187166
34,"LOPEZ PEDREIRA, SERGIO",Normal,C.D. SPORT TEAM ESTRADA,2-0,1187166
37,"VARELA MIRANDA, MATEO",Normal,C.D. SPORT TEAM ESTRADA,3-0,1187166
71,"FIGUEIRAS GARCIA, PAULO",Normal,C.D. SPORT TEAM ESTRADA,4-0,1187166
73,"CHEDAS DURAN, ALFONSO",Normal,C.D. SPORT TEAM ESTRADA,5-0,1187166
83,"IGLESIAS PALLAS, FERNANDO",Normal,C.D. SPORT TEAM ESTRADA,6-0,1187166
17,"BESADA REY, NICOLAS",Normal,U.D. VAL DO ULLA,0-1,1187167
27,"RIAL GARCIA, SEBASTIAN",Normal,TRAZO C.F.,1-1,1187167
28,"RIAL GARCIA, SEBASTIAN",Normal,TRAZO C.F.,2-1,1187167
49,"LANDEIRA GANDARA, FRANCISCO",Normal,U.D. VAL DO ULLA,2-2,1187167
65,"VAZQUEZ CASAIS, MANUEL",Normal,C.D. SAN MAMED,0-1,1187169
45'+2,"POLO ABAD, ASIER",Normal,C.F. CIRE DE MELIDE,0-1,1187170
84,"PEREIRO SANCHEZ, DAVID",Normal,C.F. CIRE DE MELIDE,0-2,1187170
3,"OTERO ARIAS, JOSE L",Normal,RODEIRO C.F.,0-1,1187171
12,"RIVERO MONTOTO, NUNO",Normal,C.F. SILLEDA,1-1,1187171
58,"RIVERO MONTOTO, NUNO",Normal,C.F. SILLEDA,2-1,1187171
64,"CAMBEIRO COSTA, AIRAS",Normal,C.F. SILLEDA,3-1,1187171
76,"GARCIA SA, JOSE ANTONIO",Normal,RODEIRO C.F.,3-2,1187171
3,"CUIÑA IGLESIAS, DANIEL",Normal,LAMELA C.F.,1-0,1187172
10,"AGUIAR RODRIGUEZ, JULIAN",Normal,LAMELA C.F.,2-0,1187172
12,"RIVEIRA MURCIA, HUGO",Normal,LAMELA C.F.,3-0,1187172
25,"NUÑEZ BARRAL, DAVID",Normal,S.D.C. RECESENDE,3-1,1187172
50,"LUGO PADIN, ESTEBAN",Normal,LAMELA C.F.,4-1,1187172
51,"OTERO UZAL, DANIEL",Normal,S.D.C. RECESENDE,4-2,1187172
55,"CEPEDA MENDOZA, ALEJANDRO",Normal,S.D.C. RECESENDE,4-3,1187172
61,"VILLAMAYOR RIVADULLA, PEDRO",Normal,LAMELA C.F.,5-3,1187172
74,"NOYA GOMEZ, DANIEL",Normal,S.D.C. RECESENDE,5-4,1187172
81,"ROSENDE MARTINEZ, ALEJANDRO",Normal,S.D.C. RECESENDE,5-5,1187172
90'+4,"FERREIRO DIEZ, BREIXO",Normal,S.D.C. RECESENDE,5-6,1187172
90'+1,"ESPIÑO CUIÑA, LOIS",Normal,LAMELA C.F.,6-6,1187172
90'+6,"ESPIÑO CUIÑA, LOIS",Normal,LAMELA C.F.,7-6,1187172
28,"PORTOS VILLAR, BORJA",Normal,SOCIEDADE DEPORTIVA O PINO,0-1,1187173
63,"VAZQUEZ CORRAL, JORGE",Normal,SOCIEDADE DEPORTIVA O PINO,0-2,1187173
90'+1,"MALLO DUBRA, ALEJANDRO",Penalti,SOCIEDADE DEPORTIVA O PINO,0-3,1187173
12,"CERVIÑO CARRACEDO, ANDRES",Normal,C.D. SPORT TEAM ESTRADA,0-1,1187174
33,"RAMOS CASTRO, ANDRÉS",Normal,C.D.BELVIS,1-1,1187174
47,"MARQUE PASEIRO, SAMUEL",Normal,C.D. SPORT TEAM ESTRADA,1-2,1187174
70,"BARRUSO ARIAS, HUGO",Normal,C.D. SPORT TEAM ESTRADA,1-3,1187174
87,"CERVIÑO CARRACEDO, ANDRES",Penalti,C.D. SPORT TEAM ESTRADA,1-4,1187174
23,"PAN PEREZ PUJOL, PABLO",Normal,S.D. VILLESTRO,1-0,1187175
47,"CANCELA CONDE, ALEJANDRO",Normal,TRAZO C.F.,1-1,1187175
90'+1,"RIAL GARCIA, SEBASTIAN",Normal,TRAZO C.F.,1-2,1187175
12,"DUBRA LORENZO, ALEJANDRO",Normal,S.D. DUBRA B,0-1,1187176
87,"DUBRA LORENZO, ALEJANDRO",Normal,S.D. DUBRA B,0-2,1187176
45,"PEREIRO SANCHEZ, DAVID",Penalti,C.F. CIRE DE MELIDE,1-0,1187177
45'+2,"PEREIRO SANCHEZ, DAVID",Normal,C.F. CIRE DE MELIDE,2-0,1187177
53,"LYAGOUBI, MOHAMED AMINE",Normal,S.D. CRUCES,2-1,1187177
77,"PAMPIN NOGUEROL, DANIEL",Normal,C.F. CIRE DE MELIDE,3-1,1187177
30,"CANGADO VILLAMARIN, CARLOS",Normal,RODEIRO C.F.,1-0,1187178
58,"CARBALLAL MONTEAGUDO, SAUL",Normal,S.D. CACHEIRAS,1-1,1187178
26,"RIVERO MONTOTO, NUNO",Normal,C.F. SILLEDA,0-1,1187179
43,"FERNANDEZ TABOADA, XOSE MANUEL",Normal,C.F. SILLEDA,0-2,1187179
62,"FRANCO SANMARTIN, CARLOS L",Normal,S.D.C. RECESENDE,1-2,1187179
71,"ESPIÑO RODRIGUEZ, AARON",Normal,C.F. SILLEDA,1-3,1187179
78,"CEPEDA MENDOZA, ALEJANDRO",Normal,S.D.C. RECESENDE,2-3,1187179
26,"VAZQUEZ CORRAL, JORGE",Normal,SOCIEDADE DEPORTIVA O PINO,1-0,1187180
42,"CEREIJO IGLESIAS, ALBERTO L",Normal,SOCIEDADE DEPORTIVA O PINO,2-0,1187180
52,"CENDON GONZALEZ, JOSE",Normal,SOCIEDADE DEPORTIVA O PINO,3-0,1187180
53,"ESPIÑO CUIÑA, LOIS",Normal,LAMELA C.F.,3-1,1187180
64,"LAREO MERA, LUCAS",Normal,SOCIEDADE DEPORTIVA O PINO,4-1,1187180
88,"CANABAL CASTRO, ISMAEL",Normal,SOCIEDADE DEPORTIVA O PINO,5-1,1187180
41,"BARRUSO ARIAS, HUGO",Normal,C.D. SPORT TEAM ESTRADA,1-0,1187181
55,"CERVIÑO CARRACEDO, ANDRES",Normal,C.D. SPORT TEAM ESTRADA,2-0,1187181
64,"FUENTES CORREA, MANUEL",Normal,C.D. SPORT TEAM ESTRADA,3-0,1187181
85,"GOMEZ LOPEZ, EZEQUIEL",Penalti,C.D. SPORT TEAM ESTRADA,4-0,1187181
90,"GOMEZ LOPEZ, EZEQUIEL",Normal,C.D. SPORT TEAM ESTRADA,5-0,1187181
11,"SANCHEZ CARPINTEIRO, MIGUEL",Normal,U.D. VAL DO ULLA,1-0,1187182
30,"SANCHEZ CARPINTEIRO, MIGUEL",Normal,U.D. VAL DO ULLA,2-0,1187182
43,"RUZA VAZQUEZ, BRAIS",Normal,C.D.BELVIS,2-1,1187182
53,"CANICOBA BERNARDEZ, BRAIS",Normal,U.D. VAL DO ULLA,3-1,1187182
65,"CASAL REBOLO, PEDRO J",Normal,U.D. VAL DO ULLA,4-1,1187182
